31300,40103,7122
31400,37537,7167
31500,40430,7184
31600,39886,7238
31700,42254,7291
31800,41470,7352
31900,42399,7379
32000,49996,7392
32100,43283,7462
32200,42935,7511
32300,44110,7549
32400,43759,7636
32500,45609,7648
32600,44388,7696
32700,47058,7742
32800,45861,7820
32900,46987,7832
33000,47101,7891
33100,47366,7938
33200,46995,7970
33300,48822,8012
33400,49653,8083
33500,49950,8120
33600,48753,8165
33700,52062,8256
33800,50695,8326
33900,52368,8325
34000,50617,8380
34100,54300,8415
34200,52616,8461
34300,53442,8528
34400,54927,8574
34500,55675,8623
34600,55751,8684
34700,56389,8722
34800,55345,8859
34900,57351,8846
35000,57720,8888
35100,58969,8937
35200,60369,9009
